,Unnamed: 0,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,attendance,venue_id,day_of_the_week,month,year,holiday,kick_off_time_hour,home_team_id,capacity,away_team_id,home_C大阪,away_C大阪,home_FC東京,away_FC東京,home_G大阪,away_G大阪,home_京都,away_京都,home_仙台,away_仙台,home_千葉,away_千葉,home_名古屋,away_名古屋,home_大分,away_大分,home_大宮,away_大宮,home_山形,away_山形,home_川崎F,away_川崎F,home_広島,away_広島,home_徳島,away_徳島,home_新潟,away_新潟,home_札幌,away_札幌,home_東京V,away_東京V,home_松本,away_松本,home_柏,away_柏,home_横浜FC,away_横浜FC,home_横浜FM,away_横浜FM,home_浦和,away_浦和,home_清水,away_清水,home_湘南,away_湘南,home_甲府,away_甲府,home_磐田,away_磐田,home_神戸,away_神戸,home_福岡,away_福岡,home_鳥栖,away_鳥栖,home_鹿島,away_鹿島,score
1965,1965,14123,2012-06-23,18:35,15,1,柏,鹿島,日立柏サッカー場,6,21.1,77.0,13987,42,6,6,2012,0,18,17,15109,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1966,1966,14124,2012-06-23,18:35,15,1,広島,大宮,広島ビッグアーチ,12,21.7,85.0,15304,38,6,6,2012,0,18,11,36894,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1967,1967,14125,2012-06-23,19:04,15,1,浦和,仙台,埼玉スタジアム2002,1,22.3,71.0,39545,29,6,6,2012,0,19,20,62010,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1968,1968,14126,2012-06-23,19:04,15,1,川崎F,横浜FM,等々力陸上競技場,12,22.9,70.0,20590,55,6,6,2012,0,19,10,26827,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1969,1969,14127,2012-06-23,19:03,15,1,名古屋,磐田,名古屋市瑞穂陸上競技場,12,24.4,49.0,16862,26,6,6,2012,0,19,6,20223,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1970,1970,14128,2012-06-23,19:04,15,1,神戸,新潟,ホームズスタジアム神戸,12,24.3,60.0,16727,16,6,6,2012,0,19,25,28425,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
1971,1971,14129,2012-06-30,18:03,16,1,横浜FM,名古屋,日産スタジアム,1,24.7,63.0,26133,41,6,6,2012,0,18,19,72081,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1972,1972,14130,2012-06-30,18:34,16,1,仙台,広島,ユアテックスタジアム仙台,1,20.4,62.0,18722,19,6,6,2012,0,18,4,19694,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1973,1973,14131,2012-06-30,19:03,16,1,大宮,清水,NACK5スタジアム大宮,1,22.9,71.0,12147,1,6,6,2012,0,19,8,15491,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1974,1974,14132,2012-06-30,19:04,16,1,川崎F,神戸,等々力陸上競技場,1,23.8,63.0,18056,55,6,6,2012,0,19,10,26827,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
1975,1975,14133,2012-06-30,19:03,16,1,新潟,鹿島,東北電力ビッグスワンスタジアム,1,25.7,59.0,35506,45,6,6,2012,0,19,13,41684,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1
1976,1976,14134,2012-06-30,19:03,16,1,磐田,FC東京,ヤマハスタジアム(磐田),1,23.6,85.0,13923,17,6,6,2012,0,19,24,15165,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
1977,1977,14135,2012-06-30,19:04,16,1,G大阪,柏,万博記念競技場,32,24.5,87.0,14006,21,6,6,2012,0,19,2,21000,17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1978,1978,14136,2012-06-30,19:03,16,1,C大阪,浦和,大阪長居スタジアム,32,24.3,91.0,36723,31,6,6,2012,0,19,0,47853,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-4
1979,1979,14137,2012-06-30,19:03,16,1,鳥栖,札幌,ベストアメニティスタジアム,32,26.1,89.0,10345,15,6,6,2012,0,19,27,24130,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1980,1980,14138,2012-07-07,14:03,17,1,札幌,新潟,札幌厚別公園競技場,1,25.7,57.0,7673,44,6,7,2012,0,14,14,19620,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1981,1981,14139,2012-07-07,18:03,17,1,浦和,鳥栖,埼玉スタジアム2002,32,22.1,86.0,30047,29,6,7,2012,0,18,20,62010,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-1
1982,1982,14140,2012-07-07,18:04,17,1,清水,川崎F,アウトソーシングスタジアム日本平,1,26.3,78.0,14133,5,6,7,2012,0,18,21,20248,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1983,1983,14141,2012-07-07,18:34,17,1,鹿島,大宮,県立カシマサッカースタジアム,32,19.5,93.0,12787,52,6,7,2012,0,18,28,37496,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1984,1984,14142,2012-07-07,18:35,17,1,FC東京,G大阪,味の素スタジアム,14,20.8,94.0,24633,27,6,7,2012,0,18,1,48999,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1985,1985,14143,2012-07-07,19:04,17,1,柏,名古屋,国立競技場,34,21.2,93.0,25459,28,6,7,2012,0,19,17,54224,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1986,1986,14144,2012-07-07,19:03,17,1,横浜FM,C大阪,ニッパツ三ツ沢球技場,32,22.2,85.0,9751,11,6,7,2012,0,19,19,15440,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
1987,1987,14145,2012-07-07,19:05,17,1,神戸,仙台,ホームズスタジアム神戸,1,24.8,58.0,15062,16,6,7,2012,0,19,25,28425,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1988,1988,14146,2012-07-07,19:05,17,1,広島,磐田,広島ビッグアーチ,1,21.5,82.0,12769,38,6,7,2012,0,19,11,36894,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1
1989,1989,14147,2012-07-14,18:03,18,1,清水,柏,アウトソーシングスタジアム日本平,1,27.0,80.0,14092,5,6,7,2012,0,18,21,20248,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1990,1990,14148,2012-07-14,19:03,18,1,大宮,神戸,NACK5スタジアム大宮,1,29.9,68.0,9635,1,6,7,2012,0,19,8,15491,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-2
1991,1991,14149,2012-07-14,19:03,18,1,新潟,浦和,東北電力ビッグスワンスタジアム,1,24.9,82.0,33998,45,6,7,2012,0,19,13,41684,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1992,1992,14150,2012-07-14,19:05,18,1,磐田,札幌,ヤマハスタジアム(磐田),12,26.9,87.0,11367,17,6,7,2012,0,19,24,15165,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
1993,1993,14151,2012-07-14,19:03,18,1,名古屋,仙台,豊田スタジアム,12,27.8,80.0,24397,56,6,7,2012,0,19,6,41255,4,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1994,1994,14152,2012-07-14,19:03,18,1,G大阪,横浜FM,万博記念競技場,12,27.9,77.0,14966,21,6,7,2012,0,19,2,21000,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1995,1995,14153,2012-07-14,19:04,18,1,C大阪,鹿島,大阪長居スタジアム,12,28.7,75.0,26534,31,6,7,2012,0,19,0,47853,28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1
1996,1996,14154,2012-07-14,19:04,18,1,広島,川崎F,広島ビッグアーチ,34,23.6,96.0,11585,38,6,7,2012,0,19,11,36894,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
1997,1997,14155,2012-07-14,19:04,18,1,鳥栖,FC東京,ベストアメニティスタジアム,12,26.7,90.0,13891,15,6,7,2012,0,19,27,24130,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
1998,1998,14156,2012-07-28,16:04,19,1,札幌,名古屋,札幌厚別公園競技場,1,27.4,59.0,8360,44,6,7,2012,0,16,14,19620,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1999,1999,14157,2012-07-28,18:03,19,1,浦和,磐田,埼玉スタジアム2002,1,31.3,62.0,28142,29,6,7,2012,0,18,20,62010,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2000,2000,14158,2012-07-28,18:34,19,1,仙台,鳥栖,ユアテックスタジアム仙台,1,27.6,78.0,14611,19,6,7,2012,0,18,4,19694,27,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
2001,2001,14159,2012-07-28,18:34,19,1,鹿島,広島,県立カシマサッカースタジアム,12,29.0,77.0,15496,52,6,7,2012,0,18,28,37496,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
2002,2002,14160,2012-07-28,18:34,19,1,FC東京,新潟,味の素スタジアム,1,29.5,69.0,23430,27,6,7,2012,0,18,1,48999,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2003,2003,14161,2012-07-28,19:05,19,1,柏,C大阪,日立柏サッカー場,1,27.8,85.0,11844,42,6,7,2012,0,19,17,15109,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2
2004,2004,14162,2012-07-28,19:03,19,1,川崎F,大宮,等々力陸上競技場,1,29.1,68.0,14716,55,6,7,2012,0,19,10,26827,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2005,2005,14163,2012-07-28,19:04,19,1,横浜FM,清水,日産スタジアム,1,28.8,72.0,24187,41,6,7,2012,0,19,19,72081,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2006,2006,14164,2012-07-28,19:04,19,1,神戸,G大阪,ホームズスタジアム神戸,1,28.2,76.0,17471,16,6,7,2012,0,19,25,28425,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3
2007,2007,14165,2012-08-04,18:04,20,1,浦和,FC東京,埼玉スタジアム2002,12,29.5,70.0,34267,29,6,8,2012,0,18,20,62010,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2008,2008,14166,2012-08-04,18:34,20,1,仙台,横浜FM,ユアテックスタジアム仙台,12,25.9,85.0,17935,19,6,8,2012,0,18,4,19694,19,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2009,2009,14167,2012-08-04,19:03,20,1,新潟,柏,東北電力ビッグスワンスタジアム,1,29.2,64.0,25050,45,6,8,2012,0,19,13,41684,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2010,2010,14168,2012-08-04,19:04,20,1,磐田,川崎F,ヤマハスタジアム(磐田),1,28.4,73.0,12972,17,6,8,2012,0,19,24,15165,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
2011,2011,14169,2012-08-04,19:03,20,1,名古屋,神戸,名古屋市瑞穂陸上競技場,1,29.8,65.0,10034,26,6,8,2012,0,19,6,20223,25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
2012,2012,14170,2012-08-04,19:03,20,1,G大阪,大宮,万博記念競技場,1,29.6,62.0,12964,21,6,8,2012,0,19,2,21000,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
2013,2013,14171,2012-08-04,19:04,20,1,C大阪,札幌,キンチョウスタジアム,1,30.4,62.0,8226,8,6,8,2012,0,19,0,17892,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2014,2014,14172,2012-08-04,19:04,20,1,広島,清水,広島ビッグアーチ,1,29.8,58.0,16448,38,6,8,2012,0,19,11,36894,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
2015,2015,14173,2012-08-04,19:04,20,1,鳥栖,鹿島,ベストアメニティスタジアム,1,30.3,53.0,12844,15,6,8,2012,0,19,27,24130,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-1
2016,2016,14174,2012-08-11,14:03,21,1,札幌,仙台,札幌ドーム,0,24.3,63.0,11945,43,6,8,2012,0,14,14,39856,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2017,2017,14175,2012-08-11,18:03,21,1,清水,名古屋,アウトソーシングスタジアム日本平,12,25.7,86.0,16877,5,6,8,2012,0,18,21,20248,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2018,2018,14176,2012-08-11,18:34,21,1,鹿島,磐田,県立カシマサッカースタジアム,12,26.9,87.0,14649,52,6,8,2012,0,18,28,37496,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
2019,2019,14177,2012-08-11,19:03,21,1,大宮,広島,NACK5スタジアム大宮,32,28.0,81.0,11057,1,6,8,2012,0,19,8,15491,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2020,2020,14178,2012-08-11,19:04,21,1,柏,FC東京,日立柏サッカー場,12,27.6,89.0,13478,42,6,8,2012,0,19,17,15109,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
2021,2021,14179,2012-08-11,19:03,21,1,川崎F,鳥栖,等々力陸上競技場,12,28.1,72.0,12509,55,6,8,2012,0,19,10,26827,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
2022,2022,14180,2012-08-11,19:03,21,1,横浜FM,新潟,ニッパツ三ツ沢球技場,12,28.1,82.0,11992,11,6,8,2012,0,19,19,15440,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
2023,2023,14181,2012-08-11,19:03,21,1,G大阪,C大阪,万博記念競技場,32,25.4,95.0,18578,21,6,8,2012,0,19,2,21000,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2024,2024,14182,2012-08-11,19:04,21,1,神戸,浦和,ホームズスタジアム神戸,1,27.6,80.0,14161,16,6,8,2012,0,19,25,28425,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
2025,2025,14183,2012-08-18,14:03,22,1,札幌,神戸,札幌厚別公園競技場,1,25.1,67.0,8117,44,6,8,2012,0,14,14,19620,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
2026,2026,14184,2012-08-18,18:34,22,1,FC東京,大宮,味の素スタジアム,1,27.8,70.0,18342,27,6,8,2012,0,18,1,48999,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2
2027,2027,14185,2012-08-18,19:04,22,1,仙台,柏,ユアテックスタジアム仙台,12,26.9,86.0,17715,19,6,8,2012,0,19,4,19694,17,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
2028,2028,14186,2012-08-18,19:04,22,1,浦和,鹿島,埼玉スタジアム2002,12,28.0,76.0,44131,29,6,8,2012,0,19,20,62010,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
2029,2029,14187,2012-08-18,19:03,22,1,横浜FM,川崎F,日産スタジアム,1,28.3,74.0,33584,41,6,8,2012,0,19,19,72081,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2030,2030,14188,2012-08-18,19:03,22,1,新潟,広島,東北電力ビッグスワンスタジアム,1,29.3,72.0,32014,45,6,8,2012,0,19,13,41684,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2031,2031,14189,2012-08-18,19:04,22,1,磐田,C大阪,ヤマハスタジアム(磐田),1,25.1,89.0,10939,17,6,8,2012,0,19,24,15165,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-2
2032,2032,14190,2012-08-18,19:04,22,1,名古屋,G大阪,豊田スタジアム,12,26.1,89.0,30354,56,6,8,2012,0,19,6,41255,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2033,2033,14191,2012-08-18,19:05,22,1,鳥栖,清水,ベストアメニティスタジアム,12,27.0,71.0,11933,15,6,8,2012,0,19,27,24130,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-5
