,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,attendance,venue_id,day_of_the_week,month,year,kick_off_time_hour,home_team_id,capacity,away_team_id
1598,13306,2011-04-29,14:03,8,1,横浜FM,清水,日産スタジアム,1,19.7,34.0,33436,41,5,4,2011,14,19,72081,21
1599,13307,2011-04-29,18:03,8,1,G大阪,山形,万博記念競技場,1,15.7,48.0,17052,21,5,4,2011,18,2,21000,9
1600,13308,2011-04-29,19:04,8,1,磐田,広島,ヤマハスタジアム(磐田),1,14.5,35.0,11319,17,5,4,2011,19,24,15165,11
1601,13309,2011-04-29,19:04,8,1,名古屋,川崎F,名古屋市瑞穂陸上競技場,1,13.8,44.0,14556,26,5,4,2011,19,6,20223,10
1602,13310,2011-05-03,14:03,9,1,仙台,福岡,ユアテックスタジアム仙台,1,18.1,36.0,15859,19,2,5,2011,14,4,19694,26
1603,13311,2011-05-03,14:03,9,1,浦和,横浜FM,埼玉スタジアム2002,14,18.2,55.0,47056,29,2,5,2011,14,20,62010,19
1604,13312,2011-05-03,14:05,9,1,川崎F,磐田,等々力陸上競技場,14,18.9,63.0,18449,55,2,5,2011,14,10,26827,24
1605,13313,2011-05-03,14:03,9,1,甲府,大宮,山梨中銀スタジアム,12,20.1,33.0,12056,34,2,5,2011,14,23,15859,8
1606,13314,2011-05-03,14:03,9,1,新潟,神戸,東北電力ビッグスワンスタジアム,12,16.3,46.0,30610,45,2,5,2011,14,13,41684,25
1607,13315,2011-05-03,15:04,9,1,清水,広島,アウトソーシングスタジアム日本平,12,19.3,56.0,18847,5,2,5,2011,15,21,20248,11
1608,13316,2011-05-03,14:03,9,1,山形,柏,NDソフトスタジアム山形,1,19.3,33.0,10414,2,2,5,2011,14,9,20784,17
1609,13317,2011-08-17,19:04,9,2,鹿島,C大阪,県立カシマサッカースタジアム,1,29.6,73.0,11251,52,3,8,2011,19,28,37496,0
1610,13318,2011-08-17,19:03,9,2,G大阪,名古屋,万博記念競技場,12,30.3,69.0,15951,21,3,8,2011,19,2,21000,6
1611,13319,2011-05-07,13:04,10,1,広島,甲府,広島ビッグアーチ,2,24.3,65.0,12481,38,6,5,2011,13,11,36894,23
1612,13320,2011-05-07,14:03,10,1,磐田,山形,ヤマハスタジアム(磐田),1,24.3,45.0,8960,17,6,5,2011,14,24,15165,9
1613,13321,2011-05-07,14:03,10,1,神戸,川崎F,ホームズスタジアム神戸,1,23.1,47.0,10364,16,6,5,2011,14,25,28425,10
1614,13322,2011-05-07,15:05,10,1,大宮,新潟,NACK5スタジアム大宮,14,17.3,96.0,9094,1,6,5,2011,15,8,15491,13
1615,13323,2011-05-07,15:04,10,1,名古屋,清水,名古屋市瑞穂陸上競技場,1,22.8,50.0,11559,26,6,5,2011,15,6,20223,21
1616,13324,2011-05-07,16:05,10,1,柏,浦和,国立競技場,34,17.8,87.0,24222,28,6,5,2011,16,17,54224,20
1617,13325,2011-05-07,14:03,10,1,横浜FM,福岡,日産スタジアム,32,16.7,90.0,13520,41,6,5,2011,14,19,72081,26
1618,13326,2011-05-07,19:03,10,1,C大阪,仙台,キンチョウスタジアム,4,20.4,61.0,11576,8,6,5,2011,19,0,17892,4
1619,13327,2011-07-27,19:04,10,2,鹿島,G大阪,県立カシマサッカースタジアム,12,27.4,76.0,13298,52,3,7,2011,19,28,37496,2
1620,13328,2011-05-14,13:04,11,1,仙台,磐田,ユアテックスタジアム仙台,1,21.4,37.0,11544,19,6,5,2011,13,4,19694,24
1621,13329,2011-05-14,14:04,11,1,清水,神戸,アウトソーシングスタジアム日本平,1,27.6,18.0,14350,5,6,5,2011,14,21,20248,25
1622,13330,2011-05-14,15:04,11,1,広島,横浜FM,広島ビッグアーチ,1,22.8,21.0,17004,38,6,5,2011,15,11,36894,19
1623,13331,2011-05-14,13:04,11,1,山形,大宮,NDソフトスタジアム山形,12,18.6,45.0,7435,2,6,5,2011,13,9,20784,8
1624,13332,2011-05-14,14:04,11,1,新潟,柏,東北電力ビッグスワンスタジアム,12,18.4,53.0,25312,45,6,5,2011,14,13,41684,17
1625,13333,2011-05-15,13:03,11,2,甲府,名古屋,山梨中銀スタジアム,1,26.2,12.0,14075,34,0,5,2011,13,23,15859,6
1626,13334,2011-05-15,15:05,11,2,浦和,C大阪,埼玉スタジアム2002,1,23.7,20.0,31571,29,0,5,2011,15,20,62010,0
1627,13335,2011-05-15,15:03,11,2,福岡,G大阪,レベルファイブスタジアム,1,23.7,25.0,18403,20,0,5,2011,15,26,22331,2
1628,13336,2011-05-15,16:03,11,2,川崎F,鹿島,等々力陸上競技場,2,22.6,21.0,19643,55,0,5,2011,16,10,26827,28
1629,13337,2011-05-20,19:04,12,1,C大阪,川崎F,キンチョウスタジアム,1,21.2,71.0,7712,8,5,5,2011,19,0,17892,10
1630,13338,2011-05-21,14:03,12,2,磐田,福岡,ヤマハスタジアム(磐田),1,26.0,53.0,12372,17,6,5,2011,14,24,15165,26
1631,13339,2011-05-21,15:05,12,2,横浜FM,甲府,日産スタジアム,1,26.0,62.0,17751,41,6,5,2011,15,19,72081,23
1632,13340,2011-05-21,16:03,12,2,浦和,鹿島,埼玉スタジアム2002,1,26.1,58.0,37521,29,6,5,2011,16,20,62010,28
1633,13341,2011-05-21,16:03,12,2,名古屋,柏,豊田スタジアム,1,23.4,64.0,21506,56,6,5,2011,16,6,41255,17
1634,13342,2011-05-21,19:04,12,2,G大阪,新潟,万博記念競技場,12,23.7,73.0,15978,21,6,5,2011,19,2,21000,13
1635,13343,2011-05-21,19:04,12,2,神戸,広島,ホームズスタジアム神戸,12,21.6,73.0,15520,16,6,5,2011,19,25,28425,11
1636,13344,2011-05-22,13:04,12,3,山形,仙台,NDソフトスタジアム山形,12,14.8,82.0,18008,2,0,5,2011,13,9,20784,4
1637,13345,2011-05-22,16:03,12,3,大宮,清水,NACK5スタジアム大宮,32,16.4,82.0,6668,1,0,5,2011,16,8,15491,21
1638,13346,2011-05-28,14:02,13,1,浦和,新潟,埼玉スタジアム2002,32,20.2,83.0,25272,29,6,5,2011,14,20,62010,13
1639,13347,2011-05-28,14:03,13,1,柏,神戸,日立柏サッカー場,32,21.1,89.0,6855,42,6,5,2011,14,17,15109,25
1640,13348,2011-05-28,14:04,13,1,清水,磐田,アウトソーシングスタジアム日本平,32,20.3,86.0,12678,5,6,5,2011,14,21,20248,24
1641,13349,2011-05-28,13:03,13,1,仙台,横浜FM,ユアテックスタジアム仙台,12,17.4,80.0,15181,19,6,5,2011,13,4,19694,19
1642,13350,2011-05-28,16:03,13,1,甲府,山形,山梨中銀スタジアム,32,19.3,80.0,7582,34,6,5,2011,16,23,15859,9
1643,13351,2011-05-29,13:05,13,2,C大阪,大宮,キンチョウスタジアム,32,20.3,93.0,5351,8,0,5,2011,13,0,17892,8
1644,13352,2011-05-29,16:03,13,2,川崎F,G大阪,等々力陸上競技場,32,19.1,82.0,14056,55,0,5,2011,16,10,26827,2
1645,13353,2011-05-29,16:03,13,2,名古屋,福岡,豊田スタジアム,0,23.8,91.0,11132,56,0,5,2011,16,6,41255,26
1646,13354,2011-05-29,19:04,13,2,広島,鹿島,広島ビッグアーチ,32,16.9,89.0,8049,38,0,5,2011,19,11,36894,28
1647,13355,2011-06-11,13:03,14,1,新潟,広島,東北電力ビッグスワンスタジアム,1,25.1,59.0,22196,45,6,6,2011,13,13,41684,11
1648,13356,2011-06-11,14:01,14,1,横浜FM,柏,日産スタジアム,34,28.9,65.0,17597,41,6,6,2011,14,19,72081,17
1649,13357,2011-06-11,14:03,14,1,磐田,名古屋,ヤマハスタジアム(磐田),12,24.9,78.0,12067,17,6,6,2011,14,24,15165,6
1650,13358,2011-06-11,14:03,14,1,福岡,C大阪,レベルファイブスタジアム,34,22.4,87.0,6202,20,6,6,2011,14,26,22331,0
1651,13359,2011-06-11,16:04,14,1,山形,鹿島,NDソフトスタジアム山形,1,26.3,58.0,11012,2,6,6,2011,16,9,20784,28
1652,13360,2011-06-11,17:05,14,1,川崎F,甲府,等々力陸上競技場,12,23.9,74.0,13111,55,6,6,2011,17,10,26827,23
1653,13361,2011-06-11,17:05,14,1,神戸,仙台,ホームズスタジアム神戸,12,22.8,72.0,13034,16,6,6,2011,17,25,28425,4
1654,13362,2011-06-11,19:03,14,1,大宮,浦和,NACK5スタジアム大宮,12,23.1,71.0,12221,1,6,6,2011,19,8,15491,20
1655,13363,2011-06-11,19:04,14,1,G大阪,清水,万博記念競技場,12,23.2,65.0,16315,21,6,6,2011,19,2,21000,21
1656,13364,2011-06-15,14:03,15,1,仙台,G大阪,ユアテックスタジアム仙台,1,21.8,48.0,14519,19,3,6,2011,14,4,19694,2
1657,13365,2011-06-15,19:03,15,1,鹿島,甲府,県立カシマサッカースタジアム,12,19.2,72.0,7810,52,3,6,2011,19,28,37496,23
1658,13366,2011-06-15,19:03,15,1,大宮,川崎F,NACK5スタジアム大宮,1,22.2,50.0,7003,1,3,6,2011,19,8,15491,10
1659,13367,2011-06-15,19:05,15,1,柏,磐田,日立柏サッカー場,12,19.2,68.0,7803,42,3,6,2011,19,17,15109,24
1660,13368,2011-06-15,19:04,15,1,清水,山形,アウトソーシングスタジアム日本平,12,21.9,67.0,10745,5,3,6,2011,19,21,20248,9
1661,13369,2011-06-15,19:04,15,1,名古屋,新潟,名古屋市瑞穂陸上競技場,12,22.0,75.0,6793,26,3,6,2011,19,6,20223,13
1662,13370,2011-06-15,19:04,15,1,C大阪,横浜FM,キンチョウスタジアム,12,24.1,49.0,9098,8,3,6,2011,19,0,17892,19
1663,13371,2011-06-15,19:04,15,1,神戸,福岡,ホームズスタジアム神戸,12,22.6,60.0,6151,16,3,6,2011,19,25,28425,26
1664,13372,2011-06-15,19:04,15,1,広島,浦和,広島ビッグアーチ,12,20.3,83.0,13707,38,3,6,2011,19,11,36894,20
1665,13373,2011-06-18,18:03,16,1,浦和,清水,埼玉スタジアム2002,32,21.2,79.0,31921,29,6,6,2011,18,20,62010,21
1666,13374,2011-06-18,18:03,16,1,G大阪,横浜FM,万博記念競技場,32,23.3,81.0,18001,21,6,6,2011,18,2,21000,19
1667,13375,2011-06-18,18:35,16,1,甲府,C大阪,山梨中銀スタジアム,12,20.6,83.0,8402,34,6,6,2011,18,23,15859,0
1668,13376,2011-06-18,19:04,16,1,山形,神戸,NDソフトスタジアム山形,1,19.4,84.0,6587,2,6,6,2011,19,9,20784,25
1669,13377,2011-06-18,19:04,16,1,鹿島,磐田,県立カシマサッカースタジアム,34,19.0,88.0,11830,52,6,6,2011,19,28,37496,24
1670,13378,2011-06-18,19:05,16,1,川崎F,広島,等々力陸上競技場,34,20.3,83.0,13605,55,6,6,2011,19,10,26827,11
1671,13379,2011-06-18,19:03,16,1,新潟,仙台,東北電力ビッグスワンスタジアム,1,21.1,69.0,23602,45,6,6,2011,19,13,41684,4
1672,13380,2011-06-18,19:03,16,1,名古屋,大宮,名古屋市瑞穂陸上競技場,14,21.3,91.0,8345,26,6,6,2011,19,6,20223,8
1673,13381,2011-06-18,19:03,16,1,福岡,柏,レベルファイブスタジアム,32,20.8,94.0,6087,20,6,6,2011,19,26,22331,17
1674,13382,2011-06-22,14:03,17,1,仙台,甲府,ユアテックスタジアム仙台,1,31.8,41.0,11356,19,3,6,2011,14,4,19694,23
1675,13383,2011-06-22,19:04,17,1,浦和,福岡,埼玉スタジアム2002,1,27.4,72.0,20240,29,3,6,2011,19,20,62010,26
1676,13384,2011-06-22,19:05,17,1,柏,G大阪,日立柏サッカー場,1,26.2,80.0,9882,42,3,6,2011,19,17,15109,2
1677,13385,2011-06-22,19:03,17,1,清水,川崎F,アウトソーシングスタジアム日本平,1,27.4,71.0,12217,5,3,6,2011,19,21,20248,10
1678,13386,2011-06-22,19:03,17,1,磐田,大宮,ヤマハスタジアム(磐田),1,25.6,78.0,6386,17,3,6,2011,19,24,15165,8
1679,13387,2011-06-22,19:04,17,1,C大阪,名古屋,キンチョウスタジアム,12,26.5,81.0,7875,8,3,6,2011,19,0,17892,6
1680,13388,2011-06-22,19:04,17,1,神戸,鹿島,ホームズスタジアム神戸,12,25.6,78.0,9705,16,3,6,2011,19,25,28425,28
1681,13389,2011-06-22,19:04,17,1,広島,山形,広島ビッグアーチ,12,24.9,88.0,7593,38,3,6,2011,19,11,36894,9
1682,13390,2011-06-22,19:33,17,1,横浜FM,新潟,ニッパツ三ツ沢球技場,1,28.4,63.0,8019,11,3,6,2011,19,19,15440,13
1683,13391,2011-06-25,18:34,18,1,鹿島,川崎F,県立カシマサッカースタジアム,12,19.5,81.0,17409,52,6,6,2011,18,28,37496,10
1684,13392,2011-06-25,19:04,18,1,甲府,柏,山梨中銀スタジアム,1,27.3,62.0,10450,34,6,6,2011,19,23,15859,17
1685,13393,2011-06-25,19:03,18,1,新潟,C大阪,東北電力ビッグスワンスタジアム,12,19.4,65.0,24947,45,6,6,2011,19,13,41684,0
1686,13394,2011-06-25,19:03,18,1,名古屋,浦和,豊田スタジアム,0,27.7,86.0,28515,56,6,6,2011,19,6,41255,20
1687,13395,2011-06-25,19:03,18,1,福岡,磐田,レベルファイブスタジアム,12,26.4,78.0,5865,20,6,6,2011,19,26,22331,24
1688,13396,2011-06-26,18:03,18,2,G大阪,広島,万博記念競技場,12,29.4,58.0,16845,21,0,6,2011,18,2,21000,11
1689,13397,2011-06-26,18:34,18,2,清水,仙台,アウトソーシングスタジアム日本平,1,25.6,87.0,13081,5,0,6,2011,18,21,20248,4
1690,13398,2011-06-26,19:04,18,2,山形,横浜FM,NDソフトスタジアム山形,32,18.6,92.0,7667,2,0,6,2011,19,9,20784,19
1691,13399,2011-06-26,19:05,18,2,大宮,神戸,NACK5スタジアム大宮,12,22.9,83.0,5627,1,0,6,2011,19,8,15491,25
1692,13400,2011-07-30,19:04,19,1,山形,新潟,NDソフトスタジアム山形,12,23.4,72.0,10461,2,6,7,2011,19,9,20784,13
1693,13401,2011-07-30,19:03,19,1,川崎F,浦和,等々力陸上競技場,32,25.3,77.0,20047,55,6,7,2011,19,10,26827,20
1694,13402,2011-07-30,19:03,19,1,横浜FM,大宮,日産スタジアム,14,25.6,85.0,21214,41,6,7,2011,19,19,72081,8
1695,13403,2011-07-30,19:04,19,1,磐田,G大阪,ヤマハスタジアム(磐田),12,25.4,89.0,13515,17,6,7,2011,19,24,15165,2
1696,13404,2011-07-30,19:07,19,1,神戸,甲府,ホームズスタジアム神戸,4,28.1,66.0,9231,16,6,7,2011,19,25,28425,23
1697,13405,2011-07-30,19:04,19,1,広島,清水,広島ビッグアーチ,1,26.5,85.0,16816,38,6,7,2011,19,11,36894,21
1698,13406,2011-07-31,18:04,19,2,C大阪,鹿島,大阪長居スタジアム,4,29.4,63.0,28039,31,0,7,2011,18,0,47853,28
1699,13407,2011-07-31,19:04,19,2,仙台,柏,ユアテックスタジアム仙台,12,21.4,76.0,15315,19,0,7,2011,19,4,19694,17
1700,13408,2011-07-31,19:04,19,2,福岡,名古屋,レベルファイブスタジアム,1,27.9,74.0,19421,20,0,7,2011,19,26,22331,6
1701,13409,2011-08-06,18:34,20,1,鹿島,山形,県立カシマサッカースタジアム,12,27.5,83.0,13139,52,6,8,2011,18,28,37496,9
1702,13410,2011-08-06,18:35,20,1,甲府,広島,山梨中銀スタジアム,12,28.7,69.0,11193,34,6,8,2011,18,23,15859,11
1703,13411,2011-08-06,19:04,20,1,浦和,神戸,埼玉スタジアム2002,12,27.8,76.0,32231,29,6,8,2011,19,20,62010,25
1704,13412,2011-08-06,19:04,20,1,柏,横浜FM,日立柏サッカー場,12,28.7,81.0,11051,42,6,8,2011,19,17,15109,19
1705,13413,2011-08-06,19:04,20,1,川崎F,C大阪,等々力陸上競技場,12,29.1,71.0,15781,55,6,8,2011,19,10,26827,0
1706,13414,2011-08-06,19:03,20,1,新潟,清水,東北電力ビッグスワンスタジアム,1,29.0,68.0,37830,45,6,8,2011,19,13,41684,21
1707,13415,2011-08-07,18:03,20,2,G大阪,福岡,万博記念競技場,1,30.0,59.0,13389,21,0,8,2011,18,2,21000,26
1708,13416,2011-08-07,19:03,20,2,大宮,仙台,NACK5スタジアム大宮,32,25.8,80.0,9979,1,0,8,2011,19,8,15491,4
1709,13417,2011-08-07,19:03,20,2,名古屋,磐田,名古屋市瑞穂陸上競技場,1,30.4,58.0,14230,26,0,8,2011,19,6,20223,24
1710,13418,2011-08-13,18:34,21,1,清水,大宮,アウトソーシングスタジアム日本平,12,27.3,87.0,16768,5,6,8,2011,18,21,20248,8
1711,13419,2011-08-13,19:04,21,1,仙台,鹿島,ユアテックスタジアム仙台,1,27.2,82.0,19224,19,6,8,2011,19,4,19694,28
1712,13420,2011-08-13,19:04,21,1,山形,甲府,NDソフトスタジアム山形,1,26.9,79.0,7940,2,6,8,2011,19,9,20784,23
1713,13421,2011-08-13,19:04,21,1,C大阪,G大阪,大阪長居スタジアム,1,30.8,65.0,37172,31,6,8,2011,19,0,47853,2
1714,13422,2011-08-13,19:04,21,1,神戸,横浜FM,ホームズスタジアム神戸,1,28.8,79.0,13930,16,6,8,2011,19,25,28425,19
1715,13423,2011-08-13,19:03,21,1,広島,名古屋,コカ・コーラウエスト広島スタジアム,1,30.4,73.0,7099,9,6,8,2011,19,11,13800,6
1716,13424,2011-08-14,18:03,21,2,新潟,浦和,東北電力ビッグスワンスタジアム,1,29.6,69.0,37375,45,0,8,2011,18,13,41684,20
1717,13425,2011-08-14,19:03,21,2,磐田,柏,ヤマハスタジアム(磐田),1,27.6,84.0,12472,17,0,8,2011,19,24,15165,17
1718,13426,2011-08-14,19:03,21,2,福岡,川崎F,レベルファイブスタジアム,12,26.0,79.0,9581,20,0,8,2011,19,26,22331,10
1719,13427,2011-08-20,18:04,22,1,甲府,浦和,国立競技場,12,24.8,64.0,21589,28,6,8,2011,18,23,54224,20
1720,13428,2011-08-20,18:03,22,1,G大阪,川崎F,万博記念競技場,32,23.9,93.0,12119,21,6,8,2011,18,2,21000,10
1721,13429,2011-08-20,18:33,22,1,鹿島,広島,県立カシマサッカースタジアム,12,23.7,83.0,16237,52,6,8,2011,18,28,37496,11
1722,13430,2011-08-20,18:34,22,1,清水,C大阪,アウトソーシングスタジアム日本平,12,24.3,70.0,12823,5,6,8,2011,18,21,20248,0
1723,13431,2011-08-20,19:00,22,1,大宮,山形,NACK5スタジアム大宮,32,23.9,81.0,7730,1,6,8,2011,19,8,15491,9
1724,13432,2011-08-20,19:00,22,1,柏,福岡,日立柏サッカー場,14,23.4,85.0,8470,42,6,8,2011,19,17,15109,26
1725,13433,2011-08-20,19:04,22,1,横浜FM,磐田,日産スタジアム,14,23.3,82.0,24518,41,6,8,2011,19,19,72081,24
1726,13434,2011-08-20,19:04,22,1,名古屋,仙台,名古屋市瑞穂陸上競技場,32,23.4,92.0,13365,26,6,8,2011,19,6,20223,4
1727,13435,2011-08-20,19:04,22,1,神戸,新潟,ホームズスタジアム神戸,0,26.4,64.0,11340,16,6,8,2011,19,25,28425,13
1728,13436,2011-08-24,19:04,23,1,山形,清水,NDソフトスタジアム山形,12,25.1,80.0,6942,2,3,8,2011,19,9,20784,21
1729,13437,2011-08-24,19:04,23,1,浦和,広島,埼玉スタジアム2002,12,27.6,75.0,27947,29,3,8,2011,19,20,62010,11
1730,13438,2011-08-24,19:03,23,1,川崎F,名古屋,等々力陸上競技場,14,26.9,82.0,19754,55,3,8,2011,19,10,26827,6
1731,13439,2011-08-24,19:04,23,1,甲府,鹿島,山梨中銀スタジアム,14,26.9,70.0,11959,34,3,8,2011,19,23,15859,28
1732,13440,2011-08-24,19:03,23,1,新潟,大宮,東北電力ビッグスワンスタジアム,12,26.5,68.0,18175,45,3,8,2011,19,13,41684,8
1733,13441,2011-08-24,19:03,23,1,磐田,仙台,ヤマハスタジアム(磐田),14,25.6,89.0,8693,17,3,8,2011,19,24,15165,4
1734,13442,2011-08-24,19:04,23,1,G大阪,柏,万博記念競技場,12,29.4,71.0,12635,21,3,8,2011,19,2,21000,17
1735,13443,2011-08-24,19:03,23,1,福岡,神戸,レベルファイブスタジアム,12,25.6,91.0,6119,20,3,8,2011,19,26,22331,25
1736,13444,2011-08-24,19:33,23,1,横浜FM,C大阪,ニッパツ三ツ沢球技場,14,26.3,88.0,10480,11,3,8,2011,19,19,15440,0
1737,13445,2011-08-27,19:03,24,1,仙台,山形,ユアテックスタジアム仙台,1,23.3,77.0,19087,19,6,8,2011,19,4,19694,9
1738,13446,2011-08-27,19:03,24,1,大宮,磐田,NACK5スタジアム大宮,12,24.5,75.0,10013,1,6,8,2011,19,8,15491,24
1739,13447,2011-08-27,19:04,24,1,清水,横浜FM,アウトソーシングスタジアム日本平,1,26.4,76.0,17162,5,6,8,2011,19,21,20248,19
1740,13448,2011-08-27,19:04,24,1,広島,新潟,広島ビッグアーチ,14,26.2,86.0,14852,38,6,8,2011,19,11,36894,13
1741,13449,2011-08-28,18:03,24,2,柏,川崎F,日立柏サッカー場,1,25.3,82.0,10703,42,0,8,2011,18,17,15109,10
1742,13450,2011-08-28,18:04,24,2,C大阪,浦和,大阪長居スタジアム,1,28.9,62.0,26248,31,0,8,2011,18,0,47853,20
1743,13451,2011-08-28,18:04,24,2,神戸,G大阪,ホームズスタジアム神戸,1,28.8,72.0,17177,16,0,8,2011,18,25,28425,2
1744,13452,2011-08-28,18:34,24,2,鹿島,福岡,県立カシマサッカースタジアム,1,23.8,88.0,13434,52,0,8,2011,18,28,37496,26
1745,13453,2011-08-28,19:03,24,2,名古屋,甲府,豊田スタジアム,12,26.9,72.0,19061,56,0,8,2011,19,6,41255,23
1746,13454,2011-09-10,19:04,25,1,柏,名古屋,日立柏サッカー場,1,27.3,83.0,10914,42,6,9,2011,19,17,15109,6
1747,13455,2011-09-10,19:03,25,1,新潟,鹿島,東北電力ビッグスワンスタジアム,12,23.7,73.0,25819,45,6,9,2011,19,13,41684,28
1748,13456,2011-09-10,19:03,25,1,磐田,清水,エコパスタジアム,1,25.6,87.0,30516,6,6,9,2011,19,24,51697,21
1749,13457,2011-09-10,19:04,25,1,G大阪,大宮,万博記念競技場,1,28.3,76.0,15106,21,6,9,2011,19,2,21000,8
1750,13458,2011-09-10,18:04,25,1,C大阪,広島,大阪長居スタジアム,1,28.1,81.0,20160,31,6,9,2011,18,0,47853,11
1751,13459,2011-09-10,18:03,25,1,福岡,横浜FM,レベルファイブスタジアム,12,28.3,81.0,15818,20,6,9,2011,18,26,22331,19
1752,13460,2011-09-11,18:03,25,2,浦和,山形,埼玉スタジアム2002,1,27.9,71.0,27709,29,0,9,2011,18,20,62010,9
1753,13461,2011-09-11,19:04,25,2,川崎F,神戸,等々力陸上競技場,12,28.4,61.0,14918,55,0,9,2011,19,10,26827,25
1754,13462,2011-09-11,18:04,25,2,甲府,仙台,山梨中銀スタジアム,2,27.0,65.0,11176,34,0,9,2011,18,23,15859,4
1755,13463,2011-09-17,19:04,26,1,仙台,新潟,ユアテックスタジアム仙台,12,26.4,82.0,16046,19,6,9,2011,19,4,19694,13
1756,13464,2011-09-17,19:04,26,1,山形,川崎F,NDソフトスタジアム山形,12,25.5,87.0,10333,2,6,9,2011,19,9,20784,10
1757,13465,2011-09-17,18:33,26,1,甲府,福岡,山梨中銀スタジアム,12,24.6,85.0,9100,34,6,9,2011,18,23,15859,26
1758,13466,2011-09-17,14:04,26,1,清水,浦和,エコパスタジアム,12,28.3,79.0,21524,6,6,9,2011,14,21,51697,20
1759,13467,2011-09-17,19:04,26,1,神戸,柏,神戸総合運動公園ユニバー記念競技場,12,25.9,81.0,14253,54,6,9,2011,19,25,35910,17
1760,13468,2011-09-17,19:04,26,1,広島,磐田,広島ビッグアーチ,34,24.6,93.0,11894,38,6,9,2011,19,11,36894,24
1761,13469,2011-09-18,18:34,26,2,鹿島,名古屋,県立カシマサッカースタジアム,1,27.6,81.0,22258,52,0,9,2011,18,28,37496,6
1762,13470,2011-09-18,19:03,26,2,大宮,C大阪,熊谷スポーツ文化公園陸上競技場,1,27.4,73.0,9781,51,0,9,2011,19,8,15002,0
1763,13471,2011-09-18,18:03,26,2,横浜FM,G大阪,日産スタジアム,1,28.9,67.0,37725,41,0,9,2011,18,19,72081,2
1764,13472,2011-09-23,14:03,27,1,名古屋,神戸,名古屋市瑞穂陸上競技場,1,25.6,26.0,15987,26,5,9,2011,14,6,20223,25
1765,13473,2011-09-23,18:04,27,1,C大阪,山形,キンチョウスタジアム,1,21.4,42.0,10609,8,5,9,2011,18,0,17892,9
1766,13474,2011-09-24,16:04,27,2,鹿島,浦和,県立カシマサッカースタジアム,1,20.9,54.0,25061,52,6,9,2011,16,28,37496,20
1767,13475,2011-09-24,19:03,27,2,川崎F,清水,等々力陸上競技場,12,20.6,53.0,20973,55,6,9,2011,19,10,26827,21
1768,13476,2011-09-24,15:04,27,2,横浜FM,仙台,日産スタジアム,1,24.5,31.0,23204,41,6,9,2011,15,19,72081,4
1769,13477,2011-09-24,19:03,27,2,磐田,新潟,ヤマハスタジアム(磐田),1,20.6,70.0,9251,17,6,9,2011,19,24,15165,13
1770,13478,2011-09-24,18:03,27,2,G大阪,甲府,万博記念競技場,1,20.1,53.0,19882,21,6,9,2011,18,2,21000,23
1771,13479,2011-09-25,15:04,27,3,柏,大宮,日立柏サッカー場,6,23.1,46.0,10875,42,0,9,2011,15,17,15109,8
1772,13480,2011-09-25,16:03,27,3,福岡,広島,レベルファイブスタジアム,9,24.5,52.0,12540,20,0,9,2011,16,26,22331,11
1773,13481,2011-10-01,13:04,28,1,山形,磐田,NDソフトスタジアム山形,12,17.1,51.0,7475,2,6,10,2011,13,9,20784,24
1774,13482,2011-10-01,16:03,28,1,大宮,福岡,NACK5スタジアム大宮,12,22.2,53.0,7214,1,6,10,2011,16,8,15491,26
1775,13483,2011-10-01,13:04,28,1,甲府,川崎F,山梨中銀スタジアム,2,23.2,38.0,11377,34,6,10,2011,13,23,15859,10
1776,13484,2011-10-01,15:03,28,1,新潟,横浜FM,東北電力ビッグスワンスタジアム,12,17.8,43.0,24439,45,6,10,2011,15,13,41684,19
1777,13485,2011-10-01,13:33,28,1,広島,神戸,広島ビッグアーチ,1,22.9,48.0,12706,38,6,10,2011,13,11,36894,25
1778,13486,2011-10-02,15:04,28,2,仙台,C大阪,ユアテックスタジアム仙台,12,16.9,54.0,16407,19,0,10,2011,15,4,19694,0
1779,13487,2011-10-02,14:04,28,2,鹿島,柏,県立カシマサッカースタジアム,26,19.9,50.0,21466,52,0,10,2011,14,28,37496,17
1780,13488,2011-10-02,15:04,28,2,清水,名古屋,アウトソーシングスタジアム日本平,12,22.6,41.0,20181,5,0,10,2011,15,21,20248,6
1781,13489,2011-10-02,17:04,28,2,G大阪,浦和,万博記念競技場,12,18.6,53.0,20053,21,0,10,2011,17,2,21000,20
1782,13490,2011-10-15,16:03,29,1,浦和,大宮,埼玉スタジアム2002,21,21.3,84.0,34654,29,6,10,2011,16,20,62010,8
1783,13491,2011-10-15,15:04,29,1,横浜FM,広島,日産スタジアム,13,25.4,77.0,20174,41,6,10,2011,15,19,72081,11
1784,13492,2011-10-15,14:03,29,1,磐田,鹿島,ヤマハスタジアム(磐田),32,23.4,92.0,8313,17,6,10,2011,14,24,15165,28
1785,13493,2011-10-15,16:04,29,1,名古屋,G大阪,名古屋市瑞穂陸上競技場,42,21.2,90.0,17481,26,6,10,2011,16,6,20223,2
1786,13494,2011-10-15,13:04,29,1,C大阪,甲府,キンチョウスタジアム,32,23.3,76.0,7501,8,6,10,2011,13,0,17892,23
1787,13495,2011-10-15,16:04,29,1,神戸,清水,ホームズスタジアム神戸,0,24.0,76.0,12706,16,6,10,2011,16,25,28425,21
1788,13496,2011-10-15,16:03,29,1,福岡,仙台,レベルファイブスタジアム,12,21.2,65.0,7191,20,6,10,2011,16,26,22331,4
