,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,attendance,day_of_the_week,kick_off_time_hour,month,home_team_id,capacity,away_team_id,match_date_tear
1831,13539,"2011,12,3",15:33,34,1,横浜FM,鹿島,41,26,14.6,76,26973,6,15,12,19,72081,28,2011
1832,13540,"2011,12,3",15:31,34,1,新潟,名古屋,45,12,16.4,60,26300,6,15,12,13,41684,6,2011
1833,13541,"2011,12,3",15:33,34,1,清水,G大阪,5,12,16.1,91,18670,6,15,12,21,20248,2,2011
1834,13542,"2011,12,3",15:34,34,1,磐田,川崎F,17,21,17.6,83,12349,6,15,12,24,15165,10,2011
1835,13543,"2011,12,3",15:34,34,1,C大阪,福岡,8,29,16.3,74,11009,6,15,12,0,17892,26,2011
1836,13994,"2012,3,10",14:04,1,1,仙台,鹿島,19,32,3.8,66,18250,6,14,3,4,19694,28,2012
1837,13995,"2012,3,10",14:04,1,1,名古屋,清水,56,0,12.4,43,24316,6,14,3,6,41255,21,2012
1838,13996,"2012,3,10",14:04,1,1,G大阪,神戸,21,7,11.3,41,17066,6,14,3,2,21000,25,2012
1839,13997,"2012,3,10",14:06,1,1,広島,浦和,38,22,11.4,52,29603,6,14,3,11,36894,20,2012
1840,13998,"2012,3,10",14:04,1,1,札幌,磐田,43,0,22.5,32,25353,6,14,3,14,39856,24,2012
1841,13999,"2012,3,10",14:05,1,1,鳥栖,C大阪,15,1,14.5,33,11283,6,14,3,27,24130,0,2012
1842,14000,"2012,3,10",17:05,1,1,川崎F,新潟,55,12,7.1,65,18920,6,17,3,10,26827,13,2012
1843,14001,"2012,3,10",19:04,1,1,大宮,FC東京,1,12,9.2,57,11437,6,19,3,8,15491,1,2012
1844,14002,"2012,3,11",14:04,1,2,柏,横浜FM,42,9,12.1,46,13082,0,14,3,17,15109,19,2012
1845,14003,"2012,3,17",14:04,2,1,鹿島,川崎F,52,32,13.3,86,19010,6,14,3,28,37496,10,2012
1846,14004,"2012,3,17",14:04,2,1,浦和,柏,29,34,7.2,79,41069,6,14,3,20,62010,17,2012
1847,14005,"2012,3,17",14:03,2,1,横浜FM,仙台,41,32,6.4,80,19488,6,14,3,19,72081,4,2012
1848,14006,"2012,3,17",14:03,2,1,新潟,大宮,45,32,11.0,68,26294,6,14,3,13,41684,8,2012
1849,14007,"2012,3,17",14:04,2,1,C大阪,G大阪,31,12,17.1,70,30764,6,14,3,0,47853,2,2012
1850,14008,"2012,3,17",15:04,2,1,清水,広島,5,32,11.5,95,13231,6,15,3,21,20248,11,2012
1851,14009,"2012,3,17",17:04,2,1,磐田,鳥栖,17,32,15.1,95,10653,6,17,3,24,15165,27,2012
1852,14010,"2012,3,17",17:06,2,1,神戸,札幌,16,0,17.2,70,14036,6,17,3,25,28425,14,2012
1853,14011,"2012,3,17",19:04,2,1,FC東京,名古屋,27,34,7.6,83,21757,6,19,3,1,48999,6,2012
1854,14012,"2012,3,24",13:03,3,1,仙台,大宮,19,29,8.9,57,11831,6,13,3,4,19694,8,2012
1855,14013,"2012,3,24",13:04,3,1,広島,鹿島,38,26,10.6,60,14349,6,13,3,11,36894,28,2012
1856,14014,"2012,3,24",14:04,3,1,川崎F,C大阪,55,34,10.3,77,14777,6,14,3,10,26827,0,2012
1857,14015,"2012,3,24",14:04,3,1,神戸,FC東京,16,1,12.4,51,11839,6,14,3,25,28425,1,2012
1858,14016,"2012,3,24",15:04,3,1,鳥栖,横浜FM,15,1,12.7,30,10611,6,15,3,27,24130,19,2012
1859,14017,"2012,3,24",16:03,3,1,札幌,浦和,43,0,20.6,35,20192,6,16,3,14,39856,20,2012
1860,14018,"2012,3,24",19:04,3,1,柏,清水,42,1,8.6,52,12209,6,19,3,17,15109,21,2012
1861,14019,"2012,3,25",16:03,3,2,名古屋,新潟,26,9,6.4,58,10603,0,16,3,6,20223,13,2012
1862,14020,"2012,3,25",19:03,3,2,G大阪,磐田,21,12,4.6,56,15072,0,19,3,2,21000,24,2012
1863,14021,"2012,3,31",13:03,4,1,大宮,名古屋,1,14,18.0,73,7936,6,13,3,8,15491,6,2012
1864,14022,"2012,3,31",14:04,4,1,FC東京,広島,27,32,16.3,82,16229,6,14,3,1,48999,11,2012
1865,14023,"2012,3,31",15:03,4,1,浦和,川崎F,29,32,10.0,65,25743,6,15,3,20,62010,10,2012
1866,14024,"2012,3,31",15:04,4,1,磐田,柏,17,1,12.8,62,9042,6,15,3,24,15165,17,2012
1867,14025,"2012,3,31",15:04,4,1,C大阪,仙台,8,33,12.4,49,9598,6,15,3,0,17892,4,2012
1868,14026,"2012,3,31",16:03,4,1,新潟,G大阪,45,32,7.1,64,16836,6,16,3,13,41684,2,2012
1869,14027,"2012,3,31",18:34,4,1,清水,札幌,5,1,10.9,47,14216,6,18,3,21,20248,14,2012
1870,14028,"2012,3,31",19:03,4,1,横浜FM,鹿島,41,14,9.4,50,22126,6,19,3,19,72081,28,2012
1871,14029,"2012,3,31",19:04,4,1,鳥栖,神戸,15,1,10.1,25,7719,6,19,3,27,24130,25,2012
1872,14030,"2012,4,7",14:05,5,1,札幌,柏,43,0,20.8,32,14023,6,14,4,14,39856,17,2012
1873,14031,"2012,4,7",14:03,5,1,仙台,磐田,19,12,6.1,53,13147,6,14,4,4,19694,24,2012
1874,14032,"2012,4,7",14:03,5,1,名古屋,鳥栖,56,1,9.6,26,13824,6,14,4,6,41255,27,2012
1875,14033,"2012,4,7",14:04,5,1,神戸,清水,16,1,12.0,28,12709,6,14,4,25,28425,21,2012
1876,14034,"2012,4,7",15:04,5,1,新潟,横浜FM,45,12,3.4,63,15854,6,15,4,13,41684,19,2012
1877,14035,"2012,4,7",16:03,5,1,大宮,C大阪,1,12,9.8,20,8180,6,16,4,8,15491,0,2012
1878,14036,"2012,4,7",17:04,5,1,鹿島,浦和,52,2,9.3,31,23507,6,17,4,28,37496,20,2012
1879,14037,"2012,4,7",19:04,5,1,広島,G大阪,38,1,3.4,76,12318,6,19,4,11,36894,2,2012
1880,14038,"2012,4,8",16:03,5,2,川崎F,FC東京,55,1,12.9,35,20996,0,16,4,10,26827,1,2012
1881,14039,"2012,4,14",13:03,6,1,柏,仙台,42,32,10.2,93,12318,6,13,4,17,15109,4,2012
1882,14040,"2012,4,14",13:04,6,1,FC東京,鹿島,27,32,10.3,87,19279,6,13,4,1,48999,28,2012
1883,14041,"2012,4,14",14:03,6,1,横浜FM,大宮,11,32,11.6,80,7101,6,14,4,19,15440,8,2012
1884,14042,"2012,4,14",15:04,6,1,浦和,神戸,29,32,10.4,78,25894,6,15,4,20,62010,25,2012
1885,14043,"2012,4,14",16:04,6,1,清水,磐田,5,32,14.0,76,16334,6,16,4,21,20248,24,2012
1886,14044,"2012,4,14",16:03,6,1,名古屋,札幌,56,0,15.4,70,12896,6,16,4,6,41255,14,2012
1887,14045,"2012,4,14",18:34,6,1,鳥栖,広島,15,1,15.5,54,9735,6,18,4,27,24130,11,2012
1888,14046,"2012,4,14",19:04,6,1,G大阪,川崎F,21,1,11.8,43,17134,6,19,4,2,21000,10,2012
1889,14047,"2012,4,14",19:04,6,1,C大阪,新潟,8,1,13.6,43,9154,6,19,4,0,17892,13,2012
1890,14048,"2012,4,21",14:04,7,1,札幌,川崎F,43,0,22.3,36,11119,6,14,4,14,39856,10,2012
1891,14049,"2012,4,21",14:03,7,1,磐田,横浜FM,17,1,19.9,53,11965,6,14,4,24,15165,19,2012
1892,14050,"2012,4,21",14:04,7,1,神戸,柏,16,1,22.3,47,10859,6,14,4,25,28425,17,2012
1893,14051,"2012,4,21",14:05,7,1,広島,名古屋,38,12,19.9,65,11123,6,14,4,11,36894,6,2012
1894,14052,"2012,4,21",15:03,7,1,鹿島,C大阪,52,26,13.5,50,12110,6,15,4,28,37496,0,2012
1895,14053,"2012,4,21",17:05,7,1,鳥栖,新潟,24,32,18.0,78,5432,6,17,4,27,17000,13,2012
1896,14054,"2012,4,21",18:33,7,1,大宮,浦和,1,12,12.1,58,12709,6,18,4,8,15491,20,2012
1897,14055,"2012,4,21",19:04,7,1,仙台,FC東京,19,1,10.4,55,17192,6,19,4,4,19694,1,2012
1898,14056,"2012,4,22",19:03,7,2,G大阪,清水,21,12,15.3,79,8548,0,19,4,2,21000,21,2012
1899,14057,"2012,4,28",13:04,8,1,FC東京,清水,27,1,24.6,47,22405,6,13,4,1,48999,21,2012
1900,14058,"2012,4,28",13:03,8,1,名古屋,浦和,26,1,27.5,34,18138,6,13,4,6,20223,20,2012
1901,14059,"2012,4,28",14:04,8,1,柏,鳥栖,42,1,18.9,75,10351,6,14,4,17,15109,27,2012
1902,14060,"2012,4,28",15:03,8,1,川崎F,広島,55,1,24.1,50,19895,6,15,4,10,26827,11,2012
1903,14061,"2012,4,28",15:34,8,1,鹿島,G大阪,52,1,15.4,71,17583,6,15,4,28,37496,2,2012
1904,14062,"2012,4,28",16:03,8,1,大宮,札幌,1,1,21.4,65,8435,6,16,4,8,15491,14,2012
1905,14063,"2012,4,28",16:03,8,1,横浜FM,神戸,41,1,23.0,55,21054,6,16,4,19,72081,25,2012
1906,14064,"2012,4,28",16:03,8,1,新潟,仙台,45,1,20.6,39,24637,6,16,4,13,41684,4,2012
1907,14065,"2012,4,28",19:04,8,1,C大阪,磐田,8,1,19.0,74,12183,6,19,4,0,17892,24,2012
1908,14066,"2012,5,3",14:03,9,1,札幌,C大阪,44,12,16.3,70,9596,4,14,5,14,19620,0,2012
1909,14067,"2012,5,3",14:04,9,1,神戸,大宮,16,0,23.3,59,11672,4,14,5,25,28425,8,2012
1910,14068,"2012,5,3",15:03,9,1,川崎F,磐田,55,32,18.5,88,15671,4,15,5,10,26827,24,2012
1911,14069,"2012,5,3",16:04,9,1,広島,新潟,38,12,20.1,65,17826,4,16,5,11,36894,13,2012
1912,14070,"2012,5,3",16:04,9,1,鳥栖,仙台,15,12,20.0,60,18113,4,16,5,27,24130,4,2012
1913,14071,"2012,5,3",19:05,9,1,浦和,横浜FM,29,34,19.1,90,44422,4,19,5,20,62010,19,2012
1914,14072,"2012,5,3",19:01,9,1,清水,鹿島,5,12,19.1,90,18393,4,19,5,21,20248,28,2012
1915,14073,"2012,6,27",19:04,9,2,FC東京,柏,28,1,21.2,62,25813,3,19,6,1,54224,17,2012
1916,14074,"2012,6,27",19:03,9,2,G大阪,名古屋,21,12,23.3,62,10840,3,19,6,2,21000,6,2012
1917,14075,"2012,5,6",13:04,10,1,仙台,清水,19,14,16.9,68,18525,0,13,5,4,19694,21,2012
1918,14076,"2012,5,6",13:03,10,1,横浜FM,札幌,41,1,27.9,47,24183,0,13,5,19,72081,14,2012
1919,14077,"2012,5,6",13:05,10,1,C大阪,神戸,8,1,22.6,33,16446,0,13,5,0,17892,25,2012
1920,14078,"2012,5,6",15:03,10,1,柏,広島,42,3,17.6,85,12875,0,15,5,17,15109,11,2012
1921,14079,"2012,5,6",17:03,10,1,大宮,G大阪,1,13,18.3,54,11554,0,17,5,8,15491,2,2012
1922,14080,"2012,5,6",16:05,10,1,磐田,浦和,6,1,16.6,73,22193,0,16,5,24,51697,20,2012
1923,14081,"2012,5,6",17:03,10,1,名古屋,川崎F,56,1,19.0,48,20512,0,17,5,6,41255,10,2012
1924,14082,"2012,5,6",19:04,10,1,鹿島,鳥栖,52,12,16.8,75,10626,0,19,5,28,37496,27,2012
1925,14083,"2012,5,6",19:04,10,1,新潟,FC東京,45,1,13.4,68,21827,0,19,5,13,41684,1,2012
1926,14084,"2012,5,12",13:04,11,1,札幌,FC東京,43,0,19.9,49,10816,6,13,5,14,39856,1,2012
1927,14085,"2012,5,12",14:03,11,1,磐田,鹿島,17,1,21.9,31,13555,6,14,5,24,15165,28,2012
1928,14086,"2012,5,12",14:04,11,1,鳥栖,大宮,15,1,26.1,29,7833,6,14,5,27,24130,8,2012
1929,14087,"2012,5,12",15:03,11,1,川崎F,柏,55,13,18.8,27,16054,6,15,5,10,26827,17,2012
1930,14088,"2012,5,12",15:04,11,1,広島,横浜FM,38,1,20.5,48,12073,6,15,5,11,36894,19,2012
1931,14089,"2012,5,12",15:34,11,1,清水,C大阪,5,1,20.1,45,15891,6,15,5,21,20248,0,2012
1932,14090,"2012,5,12",16:04,11,1,浦和,新潟,29,1,17.8,26,31818,6,16,5,20,62010,13,2012
1933,14091,"2012,5,12",18:34,11,1,神戸,名古屋,16,1,14.4,42,14825,6,18,5,25,28425,6,2012
1934,14092,"2012,5,12",19:04,11,1,G大阪,仙台,21,1,12.1,54,15253,6,19,5,2,21000,4,2012
1935,14093,"2012,5,19",14:03,12,1,横浜FM,G大阪,41,1,24.7,40,25241,6,14,5,19,72081,2,2012
1936,14094,"2012,5,19",14:04,12,1,広島,神戸,38,12,22.3,53,12613,6,14,5,11,36894,25,2012
1937,14095,"2012,5,19",15:03,12,1,新潟,磐田,45,1,20.6,45,21920,6,15,5,13,41684,24,2012
1938,14096,"2012,5,19",15:34,12,1,浦和,清水,29,1,24.4,36,35877,6,15,5,20,62010,21,2012
1939,14097,"2012,5,19",16:03,12,1,大宮,川崎F,1,1,23.6,41,9304,6,16,5,8,15491,10,2012
1940,14098,"2012,5,19",17:04,12,1,鹿島,札幌,52,1,21.6,50,13915,6,17,5,28,37496,14,2012
1941,14099,"2012,5,19",18:33,12,1,仙台,名古屋,19,1,19.1,43,16317,6,18,5,4,19694,6,2012
1942,14100,"2012,5,19",19:04,12,1,C大阪,柏,31,12,20.4,36,19643,6,19,5,0,47853,17,2012
1943,14101,"2012,5,20",15:04,12,2,FC東京,鳥栖,27,12,22.7,35,25803,0,15,5,1,48999,27,2012
1944,14102,"2012,5,25",19:33,13,1,名古屋,C大阪,56,12,19.4,66,16657,5,19,5,6,41255,0,2012
1945,14103,"2012,5,25",19:03,13,1,G大阪,鳥栖,21,12,17.4,69,8218,5,19,5,2,21000,27,2012
1946,14104,"2012,5,26",14:04,13,2,札幌,広島,44,1,16.3,61,6870,6,14,5,14,19620,11,2012
1947,14105,"2012,5,26",14:04,13,2,川崎F,仙台,55,1,25.9,28,16058,6,14,5,10,26827,4,2012
1948,14106,"2012,5,26",14:04,13,2,清水,横浜FM,5,1,23.4,57,16556,6,14,5,21,20248,19,2012
1949,14107,"2012,5,26",16:03,13,2,磐田,大宮,17,12,21.4,56,10752,6,16,5,24,15165,8,2012
1950,14108,"2012,5,26",17:04,13,2,神戸,鹿島,16,12,24.4,40,22766,6,17,5,25,28425,28,2012
1951,14109,"2012,5,26",18:34,13,2,柏,新潟,42,2,20.4,39,12931,6,18,5,17,15109,13,2012
1952,14110,"2012,5,26",19:04,13,2,FC東京,浦和,27,12,20.0,56,33836,6,19,5,1,48999,20,2012
1953,14111,"2012,6,16",13:33,14,1,仙台,札幌,19,32,19.1,90,13554,6,13,6,4,19694,14,2012
1954,14112,"2012,6,16",18:34,14,1,鹿島,名古屋,52,34,21.3,92,15010,6,18,6,28,37496,6,2012
1955,14113,"2012,6,16",19:03,14,1,大宮,柏,1,14,20.7,96,9025,6,19,6,8,15491,17,2012
1956,14114,"2012,6,16",19:04,14,1,横浜FM,FC東京,41,29,21.9,84,23273,6,19,6,19,72081,1,2012
1957,14115,"2012,6,16",19:03,14,1,新潟,清水,45,14,22.7,64,23797,6,19,6,13,41684,21,2012
1958,14116,"2012,6,16",19:05,14,1,磐田,神戸,17,32,21.9,94,10612,6,19,6,24,15165,25,2012
1959,14117,"2012,6,16",19:03,14,1,G大阪,浦和,21,32,24.3,93,14977,6,19,6,2,21000,20,2012
1960,14118,"2012,6,16",19:04,14,1,C大阪,広島,8,32,24.2,94,11538,6,19,6,0,17892,11,2012
1961,14119,"2012,6,16",19:04,14,1,鳥栖,川崎F,15,32,21.3,87,9603,6,19,6,27,24130,10,2012
1962,14120,"2012,6,23",14:03,15,1,札幌,G大阪,43,0,22.3,59,14759,6,14,6,14,39856,2,2012
1963,14121,"2012,6,23",18:04,15,1,FC東京,C大阪,27,1,22.8,72,22685,6,18,6,1,48999,0,2012
1964,14122,"2012,6,23",18:04,15,1,清水,鳥栖,5,12,22.6,80,17696,6,18,6,21,20248,27,2012
1965,14123,"2012,6,23",18:35,15,1,柏,鹿島,42,6,21.1,77,13987,6,18,6,17,15109,28,2012
1966,14124,"2012,6,23",18:35,15,1,広島,大宮,38,12,21.7,85,15304,6,18,6,11,36894,8,2012
1967,14125,"2012,6,23",19:04,15,1,浦和,仙台,29,1,22.3,71,39545,6,19,6,20,62010,4,2012
1968,14126,"2012,6,23",19:04,15,1,川崎F,横浜FM,55,12,22.9,70,20590,6,19,6,10,26827,19,2012
1969,14127,"2012,6,23",19:03,15,1,名古屋,磐田,26,12,24.4,49,16862,6,19,6,6,20223,24,2012
1970,14128,"2012,6,23",19:04,15,1,神戸,新潟,16,12,24.3,60,16727,6,19,6,25,28425,13,2012
1971,14129,"2012,6,30",18:03,16,1,横浜FM,名古屋,41,1,24.7,63,26133,6,18,6,19,72081,6,2012
1972,14130,"2012,6,30",18:34,16,1,仙台,広島,19,1,20.4,62,18722,6,18,6,4,19694,11,2012
1973,14131,"2012,6,30",19:03,16,1,大宮,清水,1,1,22.9,71,12147,6,19,6,8,15491,21,2012
1974,14132,"2012,6,30",19:04,16,1,川崎F,神戸,55,1,23.8,63,18056,6,19,6,10,26827,25,2012
1975,14133,"2012,6,30",19:03,16,1,新潟,鹿島,45,1,25.7,59,35506,6,19,6,13,41684,28,2012
1976,14134,"2012,6,30",19:03,16,1,磐田,FC東京,17,1,23.6,85,13923,6,19,6,24,15165,1,2012
1977,14135,"2012,6,30",19:04,16,1,G大阪,柏,21,32,24.5,87,14006,6,19,6,2,21000,17,2012
1978,14136,"2012,6,30",19:03,16,1,C大阪,浦和,31,32,24.3,91,36723,6,19,6,0,47853,20,2012
1979,14137,"2012,6,30",19:03,16,1,鳥栖,札幌,15,32,26.1,89,10345,6,19,6,27,24130,14,2012
1980,14138,"2012,7,7",14:03,17,1,札幌,新潟,44,1,25.7,57,7673,6,14,7,14,19620,13,2012
1981,14139,"2012,7,7",18:03,17,1,浦和,鳥栖,29,32,22.1,86,30047,6,18,7,20,62010,27,2012
1982,14140,"2012,7,7",18:04,17,1,清水,川崎F,5,1,26.3,78,14133,6,18,7,21,20248,10,2012
1983,14141,"2012,7,7",18:34,17,1,鹿島,大宮,52,32,19.5,93,12787,6,18,7,28,37496,8,2012
1984,14142,"2012,7,7",18:35,17,1,FC東京,G大阪,27,14,20.8,94,24633,6,18,7,1,48999,2,2012
1985,14143,"2012,7,7",19:04,17,1,柏,名古屋,28,34,21.2,93,25459,6,19,7,17,54224,6,2012
1986,14144,"2012,7,7",19:03,17,1,横浜FM,C大阪,11,32,22.2,85,9751,6,19,7,19,15440,0,2012
1987,14145,"2012,7,7",19:05,17,1,神戸,仙台,16,1,24.8,58,15062,6,19,7,25,28425,4,2012
1988,14146,"2012,7,7",19:05,17,1,広島,磐田,38,1,21.5,82,12769,6,19,7,11,36894,24,2012
1989,14147,"2012,7,14",18:03,18,1,清水,柏,5,1,27.0,80,14092,6,18,7,21,20248,17,2012
1990,14148,"2012,7,14",19:03,18,1,大宮,神戸,1,1,29.9,68,9635,6,19,7,8,15491,25,2012
1991,14149,"2012,7,14",19:03,18,1,新潟,浦和,45,1,24.9,82,33998,6,19,7,13,41684,20,2012
1992,14150,"2012,7,14",19:05,18,1,磐田,札幌,17,12,26.9,87,11367,6,19,7,24,15165,14,2012
1993,14151,"2012,7,14",19:03,18,1,名古屋,仙台,56,12,27.8,80,24397,6,19,7,6,41255,4,2012
1994,14152,"2012,7,14",19:03,18,1,G大阪,横浜FM,21,12,27.9,77,14966,6,19,7,2,21000,19,2012
1995,14153,"2012,7,14",19:04,18,1,C大阪,鹿島,31,12,28.7,75,26534,6,19,7,0,47853,28,2012
1996,14154,"2012,7,14",19:04,18,1,広島,川崎F,38,34,23.6,96,11585,6,19,7,11,36894,10,2012
1997,14155,"2012,7,14",19:04,18,1,鳥栖,FC東京,15,12,26.7,90,13891,6,19,7,27,24130,1,2012
1998,14156,"2012,7,28",16:04,19,1,札幌,名古屋,44,1,27.4,59,8360,6,16,7,14,19620,6,2012
1999,14157,"2012,7,28",18:03,19,1,浦和,磐田,29,1,31.3,62,28142,6,18,7,20,62010,24,2012
2000,14158,"2012,7,28",18:34,19,1,仙台,鳥栖,19,1,27.6,78,14611,6,18,7,4,19694,27,2012
2001,14159,"2012,7,28",18:34,19,1,鹿島,広島,52,12,29.0,77,15496,6,18,7,28,37496,11,2012
2002,14160,"2012,7,28",18:34,19,1,FC東京,新潟,27,1,29.5,69,23430,6,18,7,1,48999,13,2012
2003,14161,"2012,7,28",19:05,19,1,柏,C大阪,42,1,27.8,85,11844,6,19,7,17,15109,0,2012
2004,14162,"2012,7,28",19:03,19,1,川崎F,大宮,55,1,29.1,68,14716,6,19,7,10,26827,8,2012
2005,14163,"2012,7,28",19:04,19,1,横浜FM,清水,41,1,28.8,72,24187,6,19,7,19,72081,21,2012
2006,14164,"2012,7,28",19:04,19,1,神戸,G大阪,16,1,28.2,76,17471,6,19,7,25,28425,2,2012
2007,14165,"2012,8,4",18:04,20,1,浦和,FC東京,29,12,29.5,70,34267,6,18,8,20,62010,1,2012
2008,14166,"2012,8,4",18:34,20,1,仙台,横浜FM,19,12,25.9,85,17935,6,18,8,4,19694,19,2012
2009,14167,"2012,8,4",19:03,20,1,新潟,柏,45,1,29.2,64,25050,6,19,8,13,41684,17,2012
2010,14168,"2012,8,4",19:04,20,1,磐田,川崎F,17,1,28.4,73,12972,6,19,8,24,15165,10,2012
2011,14169,"2012,8,4",19:03,20,1,名古屋,神戸,26,1,29.8,65,10034,6,19,8,6,20223,25,2012
2012,14170,"2012,8,4",19:03,20,1,G大阪,大宮,21,1,29.6,62,12964,6,19,8,2,21000,8,2012
2013,14171,"2012,8,4",19:04,20,1,C大阪,札幌,8,1,30.4,62,8226,6,19,8,0,17892,14,2012
2014,14172,"2012,8,4",19:04,20,1,広島,清水,38,1,29.8,58,16448,6,19,8,11,36894,21,2012
2015,14173,"2012,8,4",19:04,20,1,鳥栖,鹿島,15,1,30.3,53,12844,6,19,8,27,24130,28,2012
2016,14174,"2012,8,11",14:03,21,1,札幌,仙台,43,0,24.3,63,11945,6,14,8,14,39856,4,2012
2017,14175,"2012,8,11",18:03,21,1,清水,名古屋,5,12,25.7,86,16877,6,18,8,21,20248,6,2012
2018,14176,"2012,8,11",18:34,21,1,鹿島,磐田,52,12,26.9,87,14649,6,18,8,28,37496,24,2012
2019,14177,"2012,8,11",19:03,21,1,大宮,広島,1,32,28.0,81,11057,6,19,8,8,15491,11,2012
2020,14178,"2012,8,11",19:04,21,1,柏,FC東京,42,12,27.6,89,13478,6,19,8,17,15109,1,2012
2021,14179,"2012,8,11",19:03,21,1,川崎F,鳥栖,55,12,28.1,72,12509,6,19,8,10,26827,27,2012
2022,14180,"2012,8,11",19:03,21,1,横浜FM,新潟,11,12,28.1,82,11992,6,19,8,19,15440,13,2012
2023,14181,"2012,8,11",19:03,21,1,G大阪,C大阪,21,32,25.4,95,18578,6,19,8,2,21000,0,2012
2024,14182,"2012,8,11",19:04,21,1,神戸,浦和,16,1,27.6,80,14161,6,19,8,25,28425,20,2012
2025,14183,"2012,8,18",14:03,22,1,札幌,神戸,44,1,25.1,67,8117,6,14,8,14,19620,25,2012
2026,14184,"2012,8,18",18:34,22,1,FC東京,大宮,27,1,27.8,70,18342,6,18,8,1,48999,8,2012
2027,14185,"2012,8,18",19:04,22,1,仙台,柏,19,12,26.9,86,17715,6,19,8,4,19694,17,2012
2028,14186,"2012,8,18",19:04,22,1,浦和,鹿島,29,12,28.0,76,44131,6,19,8,20,62010,28,2012
2029,14187,"2012,8,18",19:03,22,1,横浜FM,川崎F,41,1,28.3,74,33584,6,19,8,19,72081,10,2012
2030,14188,"2012,8,18",19:03,22,1,新潟,広島,45,1,29.3,72,32014,6,19,8,13,41684,11,2012
2031,14189,"2012,8,18",19:04,22,1,磐田,C大阪,17,1,25.1,89,10939,6,19,8,24,15165,0,2012
2032,14190,"2012,8,18",19:04,22,1,名古屋,G大阪,56,12,26.1,89,30354,6,19,8,6,41255,2,2012
2033,14191,"2012,8,18",19:05,22,1,鳥栖,清水,15,12,27.0,71,11933,6,19,8,27,24130,21,2012
2034,14192,"2012,8,25",18:04,23,1,清水,浦和,6,1,26.8,77,23188,6,18,8,21,51697,20,2012
2035,14193,"2012,8,25",18:34,23,1,鹿島,新潟,52,1,28.4,74,12729,6,18,8,28,37496,13,2012
2036,14194,"2012,8,25",19:03,23,1,大宮,仙台,1,1,29.3,67,11993,6,19,8,8,15491,4,2012
2037,14195,"2012,8,25",19:04,23,1,柏,磐田,42,1,27.9,77,13248,6,19,8,17,15109,24,2012
2038,14196,"2012,8,25",19:04,23,1,川崎F,名古屋,55,13,29.1,59,18915,6,19,8,10,26827,6,2012
2039,14197,"2012,8,25",19:04,23,1,G大阪,札幌,21,1,29.6,63,15056,6,19,8,2,21000,14,2012
2040,14198,"2012,8,25",19:05,23,1,C大阪,横浜FM,8,1,29.1,75,14336,6,19,8,0,17892,19,2012
2041,14199,"2012,8,25",19:04,23,1,神戸,鳥栖,16,1,29.1,69,13471,6,19,8,25,28425,27,2012
2042,14200,"2012,8,25",19:05,23,1,広島,FC東京,38,1,28.2,67,23656,6,19,8,11,36894,1,2012
2043,14201,"2012,9,1",14:03,24,1,札幌,清水,43,0,23.5,71,10783,6,14,9,14,39856,21,2012
2044,14202,"2012,9,1",18:03,24,1,浦和,大宮,29,1,27.5,64,39814,6,18,9,20,62010,8,2012
2045,14203,"2012,9,1",18:34,24,1,FC東京,横浜FM,27,12,25.0,86,26950,6,18,9,1,48999,19,2012
2046,14204,"2012,9,1",19:04,24,1,仙台,川崎F,19,21,26.4,79,17159,6,19,9,4,19694,10,2012
2047,14205,"2012,9,1",19:04,24,1,鹿島,神戸,52,7,26.3,84,13798,6,19,9,28,37496,25,2012
2048,14206,"2012,9,1",19:03,24,1,新潟,C大阪,45,1,28.9,51,24601,6,19,9,13,41684,0,2012
2049,14207,"2012,9,1",19:03,24,1,磐田,広島,17,1,26.8,77,11115,6,19,9,24,15165,11,2012
2050,14208,"2012,9,1",19:03,24,1,名古屋,柏,26,1,26.9,73,14193,6,19,9,6,20223,17,2012
2051,14209,"2012,9,1",19:04,24,1,鳥栖,G大阪,15,1,25.4,63,19729,6,19,9,27,24130,2,2012
2052,14210,"2012,9,15",18:33,25,1,大宮,鳥栖,51,1,27.8,62,10012,6,18,9,8,15002,27,2012
2053,14211,"2012,9,15",19:04,25,1,柏,札幌,42,1,26.3,84,10445,6,19,9,17,15109,14,2012
2054,14212,"2012,9,15",19:03,25,1,川崎F,鹿島,55,1,27.6,71,18088,6,19,9,10,26827,28,2012
2055,14213,"2012,9,15",19:03,25,1,横浜FM,浦和,41,1,27.4,73,34954,6,19,9,19,72081,20,2012
2056,14214,"2012,9,15",19:04,25,1,清水,FC東京,5,1,27.2,76,13714,6,19,9,21,20248,1,2012
2057,14215,"2012,9,15",19:03,25,1,G大阪,新潟,21,21,24.0,87,17381,6,19,9,2,21000,13,2012
2058,14216,"2012,9,15",19:15,25,1,C大阪,名古屋,31,24,24.7,90,24544,6,19,9,0,47853,6,2012
2059,14217,"2012,9,15",19:04,25,1,神戸,磐田,54,12,25.8,59,13091,6,19,9,25,35910,24,2012
2060,14218,"2012,9,15",19:04,25,1,広島,仙台,38,34,24.0,89,25352,6,19,9,11,36894,4,2012
2061,14219,"2012,9,22",14:02,26,1,札幌,大宮,44,4,21.2,78,7474,6,14,9,14,19620,8,2012
2062,14220,"2012,9,22",15:34,26,1,仙台,神戸,19,1,23.3,67,15509,6,15,9,4,19694,25,2012
